smiles,m,sigma,epsilon_k,boiling_point_K,sa_score,hfo_distance,n_fluorine,backbone,H_Pa,H_ratio
C/C=C(\CF)C(F)F,3.5005233999999996,3.3534783000000004,192.47471720000004,296.37810742789895,4.030582176468766,0.26831998472881263,3,acyclic_C5,,
C=CC[C@H](F)C(F)F,3.5127242999999995,3.4023689999999998,190.71066550000015,295.6408807594,4.07857986277274,0.2686613960243294,3,acyclic_C5,,
C=CC[C@@H](F)C(F)F,3.5127242999999995,3.4023689999999998,190.71066550000015,295.6408807594,4.07857986277274,0.2686613960243294,3,acyclic_C5,,
C/C=C\C(F)(F)CF,3.4639928,3.3519112000000013,198.718984,303.22032588650933,3.93217756108415,0.2687843821147469,3,acyclic_C5,,
C/C=C/C(F)(F)CF,3.4639928,3.3519112000000013,198.718984,303.22032588650933,3.93217756108415,0.2687843821147469,3,acyclic_C5,,
C/C(F)=C(/F)CCF,3.4557070999999997,3.476391700000001,200.51015430000004,308.3257368203364,3.9850975610841495,0.269084808184803,3,acyclic_C5,,
C/C(F)=C(\F)CCF,3.4557070999999997,3.476391700000001,200.51015430000004,308.3257368203364,3.9850975610841495,0.269084808184803,3,acyclic_C5,,
CC(F)(F)C/C=C/F,3.4739506,3.4569601000000008,199.7545852,307.7386741472078,3.871462176468765,0.27294129325046257,3,acyclic_C5,,
CC(F)(F)C/C=C\F,3.4739506,3.4569601000000008,199.7545852,307.7386741472078,3.871462176468765,0.27294129325046257,3,acyclic_C5,,
C=C[C@@H](F)CC(F)F,3.5274385999999986,3.4077974999999996,191.61247140000012,297.7785406228146,4.297217555080431,0.2749915001395837,3,acyclic_C5,,
C=C[C@H](F)CC(F)F,3.5274385999999986,3.4077974999999996,191.61247140000012,297.7785406228146,4.297217555080431,0.2749915001395837,3,acyclic_C5,,
C/C(CF)=C(/F)CF,3.4772759999999994,3.439936200000001,200.54179050000002,308.5994489093023,4.115943714930305,0.2759842945341304,3,acyclic_C5,,
C/C(CF)=C(\F)CF,3.4772759999999994,3.439936200000001,200.54179050000002,308.5994489093023,4.115943714930305,0.2759842945341304,3,acyclic_C5,,
C/C(=C/C(F)F)CF,3.5277502,3.4034212000000013,193.03450390000006,299.70373201792694,3.9123914072379957,0.2774052773537045,3,acyclic_C5,,
C/C(=C\C(F)F)CF,3.5277502,3.4034212000000013,193.03450390000006,299.70373201792694,3.9123914072379957,0.2774052773537045,3,acyclic_C5,,
C[C@@H](F)/C=C/C(F)F,3.540006199999999,3.3886179000000016,190.15863330000008,295.8604813616004,4.451622939695817,0.2776000077673472,3,acyclic_C5,,
C[C@H](F)/C=C\C(F)F,3.540006199999999,3.3886179000000016,190.15863330000008,295.8604813616004,4.451622939695817,0.2776000077673472,3,acyclic_C5,,
C[C@H](F)/C=C/C(F)F,3.540006199999999,3.3886179000000016,190.15863330000008,295.8604813616004,4.451622939695817,0.2776000077673472,3,acyclic_C5,,
C[C@@H](F)/C=C\C(F)F,3.540006199999999,3.3886179000000016,190.15863330000008,295.8604813616004,4.451622939695817,0.2776000077673472,3,acyclic_C5,,
C=C(F)[C@H](C)C(F)(F)F,3.5445920999999982,3.3499485999999985,188.40864979999986,292.709865606896,3.9207420671559046,0.2780194030139638,4,acyclic_C5,,
C=C(F)[C@@H](C)C(F)(F)F,3.5445920999999982,3.3499485999999985,188.40864979999986,292.709865606896,3.9207420671559046,0.2780194030139638,4,acyclic_C5,,
C[C@@H](C=C(F)F)CF,3.5194652000000013,3.439397000000001,195.9252516000001,304.21939876926916,4.444132170465046,0.27949462294108113,3,acyclic_C5,,
C[C@H](C=C(F)F)CF,3.5194652000000013,3.439397000000001,195.9252516000001,304.21939876926916,4.444132170465046,0.27949462294108113,3,acyclic_C5,,
F/C=C\CCCF,3.4344480999999996,3.517976200000001,206.31056900000007,316.3185403278685,3.4838810764026213,0.27970694253241163,2,acyclic_C5,,
F/C=C/CCCF,3.4344480999999996,3.517976200000001,206.31056900000007,316.3185403278685,3.4838810764026213,0.27970694253241163,2,acyclic_C5,,
CCC(F)(F)/C=C/F,3.5028225999999996,3.4663083,198.9105732,308.25283914105967,4.035719099545689,0.28034220442767427,3,acyclic_C5,,
CCC(F)(F)/C=C\F,3.5028225999999996,3.4663083,198.9105732,308.25283914105967,4.035719099545689,0.28034220442767427,3,acyclic_C5,,
CC(F)(F)/C=C/CF,3.4903058,3.3647352000000006,200.62778870000005,307.55155938173795,3.8883129456995347,0.28149724329866815,3,acyclic_C5,,
CC(F)(F)/C=C\CF,3.4903058,3.3647352000000006,200.62778870000005,307.55155938173795,3.8883129456995347,0.28149724329866815,3,acyclic_C5,,
CCC/C(F)=C/F,3.4358094,3.550138400000001,207.3555283000001,318.63002750018364,3.6825774326779257,0.2841969795956415,2,acyclic_C5,,
CCC/C(F)=C\F,3.4358094,3.550138400000001,207.3555283000001,318.63002750018364,3.6825774326779257,0.2841969795956415,2,acyclic_C5,,
F/C=C(\F)CCCF,3.5024822,3.5455603999999994,200.22087290000007,311.9992954496321,3.945644594051183,0.2845770366473853,3,acyclic_C5,,
F/C=C(/F)CCCF,3.5024822,3.5455603999999994,200.22087290000007,311.9992954496321,3.945644594051183,0.2845770366473853,3,acyclic_C5,,
C=C(CF)CC(F)F,3.5430207,3.3779521000000012,193.93548510000005,301.124772895449,3.9340052533918426,0.28459756490631394,3,acyclic_C5,,
C=C[C@@](C)(F)C(F)(F)F,3.5797478999999983,3.3892222000000007,184.79056699999987,290.12610319717555,3.83793547374931,0.28614643171177967,4,acyclic_C5,,
C=C[C@](C)(F)C(F)(F)F,3.5797478999999983,3.3892222000000007,184.79056699999987,290.12610319717555,3.83793547374931,0.28614643171177967,4,acyclic_C5,,
FC/C=C(\F)C(F)F,3.5140581,3.1101561999999996,190.53051370000006,288.47142193324106,4.2062829456995345,0.28617033855562013,4,acyclic_C4,,
FC/C=C(/F)C(F)F,3.5140581,3.1101561999999996,190.53051370000006,288.47142193324106,4.2062829456995345,0.28617033855562013,4,acyclic_C4,,
FC/C=C(/F)CCF,3.5102686,3.341143099999999,200.4741932,307.7732976928673,4.132369868776458,0.2882148359036605,3,acyclic_C5,,
FC/C=C(\F)CCF,3.5102686,3.341143099999999,200.4741932,307.7732976928673,4.132369868776458,0.2882148359036605,3,acyclic_C5,,
FCCCC=C(F)F,3.499686100000001,3.2922171000000002,201.32718930000013,307.2145178222817,3.3555017369083266,0.2888540516051964,3,acyclic_C5,,
F/C=C(/CF)CCF,3.5257616999999994,3.5312831,200.9310874,313.85662448584407,4.256095143501732,0.29343037625186963,3,acyclic_C5,,
F/C=C(\CF)CCF,3.5257616999999994,3.5312831,200.9310874,313.85662448584407,4.256095143501732,0.29343037625186963,3,acyclic_C5,,
C=C(F)CCC(F)F,3.5437893999999996,3.4115759999999993,198.65323780000003,308.63198183260954,3.7366975610841493,0.29344855675096965,3,acyclic_C5,,
C=C[C@@H](CF)C(F)F,3.577121600000001,3.3747314,192.1095775000001,300.11215092551873,4.431172170465047,0.2934613038958713,3,acyclic_C5,,
C=C[C@H](CF)C(F)F,3.577121600000001,3.3747314,192.1095775000001,300.11215092551873,4.431172170465047,0.2934613038958713,3,acyclic_C5,,
FCC/C=C/C(F)F,3.5222816000000012,3.336293300000001,201.47211170000003,309.66012527477085,3.5721742643808536,0.29464723433479917,3,acyclic_C5,,
FCC/C=C\C(F)F,3.5222816000000012,3.336293300000001,201.47211170000003,309.66012527477085,3.5721742643808536,0.29464723433479917,3,acyclic_C5,,
CC(C)(F)C(F)=C(F)F,3.6088978999999983,3.5112147000000005,187.5787538,298.3486328159284,3.5355994357969847,0.29871184685246815,4,acyclic_C5,,
FCCC(F)=C(F)F,3.5867457,3.2130721999999987,188.93836260000012,292.19330317375886,3.7421737149303036,0.2999419149409389,4,acyclic_C4,,
C=CC(F)(F)CCF,3.546492400000001,3.340785699999999,200.6376518000001,309.82710515979255,3.8765506380072274,0.300303631057186,3,acyclic_C5,,
CC(C)=C(F)C(F)(F)F,3.6245732999999984,3.397052600000001,182.14585590000002,288.5776730272856,3.133454380851931,0.30055238023333647,4,acyclic_C5,,
F/C=C/CCC(F)F,3.5702334,3.4575088000000007,199.34848070000004,312.07044561485185,3.630367670974259,0.30346708628342733,3,acyclic_C5,,
F/C=C\CCC(F)F,3.5702334,3.4575088000000007,199.34848070000004,312.07044561485185,3.630367670974259,0.30346708628342733,3,acyclic_C5,,
C=C(F)[C@](C)(F)C(F)F,3.6014865999999977,3.403271700000002,193.857706,304.45292626128725,4.175029979243817,0.30401310739789067,4,acyclic_C5,,
C=C(F)[C@@](C)(F)C(F)F,3.6014865999999977,3.403271700000002,193.857706,304.45292626128725,4.175029979243817,0.30401310739789067,4,acyclic_C5,,
FCC/C=C(/F)CF,3.5615343999999998,3.3166956000000005,200.17173619999997,309.3304864209621,4.146308330314919,0.30495009049871086,3,acyclic_C5,,
FCC/C=C(\F)CF,3.5615343999999998,3.3166956000000005,200.17173619999997,309.3304864209621,4.146308330314919,0.30495009049871086,3,acyclic_C5,,
C/C(F)=C(\C)C(F)(F)F,3.626466699999999,3.3704688999999983,187.70798779999998,296.0469372506825,3.3579532819508326,0.30546669103767093,4,acyclic_C5,,
C/C(F)=C(/C)C(F)(F)F,3.626466699999999,3.3704688999999983,187.70798779999998,296.0469372506825,3.3579532819508326,0.30546669103767093,4,acyclic_C5,,
FC/C=C/CCF,3.5455682999999993,3.3936415999999996,203.55927630000005,315.20964115113475,3.722843829439059,0.3059268088897369,2,acyclic_C5,,
FC/C=C\CCF,3.5455682999999993,3.3936415999999996,203.55927630000005,315.20964115113475,3.722843829439059,0.3059268088897369,2,acyclic_C5,,
CC(=C(F)F)C(C)(F)F,3.6297241000000002,3.4185689000000012,191.5594085,302.8712362989356,3.494140095137645,0.31025031735251407,4,acyclic_C5,,
C=CC(F)(F)C(C)(F)F,3.6438738999999982,3.365863300000001,193.14157829999994,304.56835321788816,3.3801005346980846,0.318197238845394,4,acyclic_C5,,
C=C(C)C(F)(F)C(F)F,3.660581699999999,3.3751957,188.72853729999994,299.24127085216844,3.3883950401925897,0.3183766859482422,4,acyclic_C5,,
CC/C=C(\F)C(F)F,3.646159099999998,3.231071400000001,190.68052760000006,297.90402464122366,3.6949444841610735,0.32116210829993835,3,acyclic_C5,,
CC/C=C(/F)C(F)F,3.646159099999998,3.231071400000001,190.68052760000006,297.90402464122366,3.6949444841610735,0.32116210829993835,3,acyclic_C5,,
C=C([C@@H](C)F)C(F)(F)F,3.6744855999999992,3.335890899999998,186.65930539999997,295.9451801824344,3.8019420671559043,0.3223914703170839,4,acyclic_C5,,
C=C([C@H](C)F)C(F)(F)F,3.6744855999999992,3.335890899999998,186.65930539999997,295.9451801824344,3.8019420671559043,0.3223914703170839,4,acyclic_C5,,
C/C(F)=C(\F)C(C)(F)F,3.643113600000001,3.3848694,196.7494266,310.1835384665852,3.647219216016765,0.32338559732179556,4,acyclic_C5,,
C/C(F)=C(/F)C(C)(F)F,3.643113600000001,3.3848694,196.7494266,310.1835384665852,3.647219216016765,0.32338559732179556,4,acyclic_C5,,
C=C(F)C(F)(F)[C@@H](C)F,3.665007799999998,3.355079700000002,191.53045590000005,302.982587387147,4.109175034188871,0.3235865611000941,4,acyclic_C5,,
C=C(F)C(F)(F)[C@H](C)F,3.665007799999998,3.355079700000002,191.53045590000005,302.982587387147,4.109175034188871,0.3235865611000941,4,acyclic_C5,,
C=C(C(C)(F)F)C(F)(F)F,3.6871974,3.361714399999999,183.42048359999998,292.46239129262466,3.4077309051370523,0.3241275881767075,5,acyclic_C5,,
CC(F)(F)C(F)=C(F)F,3.689131799999999,3.3193743999999996,184.1460069,292.606361311805,3.5744411940387435,0.3264073819645777,5,acyclic_C4,,
C=C(F)C(F)(F)C(C)(F)F,3.6751107000000003,3.3707481999999986,192.02123879999996,304.5613640435058,3.3405048181805306,0.3273710830238451,5,acyclic_C5,,
C[C@@H](F)CC=C(F)F,3.6709590999999993,3.3345516000000015,193.04600130000014,304.96591428320585,4.174921401234278,0.32823798095334056,3,acyclic_C5,,
C[C@H](F)CC=C(F)F,3.6709590999999993,3.3345516000000015,193.04600130000014,304.96591428320585,4.174921401234278,0.32823798095334056,3,acyclic_C5,,
C=C(CC)C(F)(F)F,3.6905702000000002,3.4409288999999994,188.9305427999999,302.52098185269267,3.237024119788604,0.3283910867555379,3,acyclic_C5,,
C=C(C(F)F)C(C)(F)F,3.6808484,3.4123599,193.37131340000005,307.8038803122361,3.6026346006321504,0.33055781286253155,4,acyclic_C5,,
C=C(F)[C@H](F)C(C)(F)F,3.6918741999999987,3.3887414000000002,192.22777109999998,306.0982250916854,4.317638770452609,0.3331418190325603,4,acyclic_C5,,
C=C(F)[C@@H](F)C(C)(F)F,3.6918741999999987,3.3887414000000002,192.22777109999998,306.0982250916854,4.317638770452609,0.3331418190325603,4,acyclic_C5,,
FC/C=C/CC(F)F,3.6446895999999986,3.2846324999999994,201.66213760000002,314.78664894313215,3.8920270116336004,0.3366101624124468,3,acyclic_C5,,
FC/C=C\CC(F)F,3.6446895999999986,3.2846324999999994,201.66213760000002,314.78664894313215,3.8920270116336004,0.3366101624124468,3,acyclic_C5,,
C=C[C@](F)(CF)C(F)(F)F,3.726175500000002,3.3152904999999993,183.3796762,293.0670671746294,4.289674360671794,0.33929549689313043,5,acyclic_C5,,
C=C[C@@](F)(CF)C(F)(F)F,3.726175500000002,3.3152904999999993,183.3796762,293.0670671746294,4.289674360671794,0.33929549689313043,5,acyclic_C5,,
C/C=C/C(F)(F)C(F)(F)F,3.7420023,3.3566510999999997,179.68730779999999,289.32974543119894,3.305661674367821,0.3426967212274041,5,acyclic_C5,,
C/C=C\C(F)(F)C(F)(F)F,3.7420023,3.3566510999999997,179.68730779999999,289.32974543119894,3.305661674367821,0.3426967212274041,5,acyclic_C5,,
F/C=C(/CF)C(F)(F)F,3.7370656999999987,3.2155424999999975,183.96646170000008,292.03115323926875,3.891091643589194,0.3479612139714715,5,acyclic_C4,,
F/C=C(\CF)C(F)(F)F,3.7370656999999987,3.2155424999999975,183.96646170000008,292.03115323926875,3.891091643589194,0.3479612139714715,5,acyclic_C4,,
C/C=C\[C@H](F)C(F)(F)F,3.7710871000000004,3.3492293999999987,184.06490549999992,296.877855888096,4.05701639283023,0.35459812562859144,4,acyclic_C5,,
C/C=C/[C@@H](F)C(F)(F)F,3.7710871000000004,3.3492293999999987,184.06490549999992,296.877855888096,4.05701639283023,0.35459812562859144,4,acyclic_C5,,
C/C=C/[C@H](F)C(F)(F)F,3.7710871000000004,3.3492293999999987,184.06490549999992,296.877855888096,4.05701639283023,0.35459812562859144,4,acyclic_C5,,
C/C=C\[C@@H](F)C(F)(F)F,3.7710871000000004,3.3492293999999987,184.06490549999992,296.877855888096,4.05701639283023,0.35459812562859144,4,acyclic_C5,,
C[C@@H](/C=C\F)C(F)(F)F,3.7778400999999993,3.362269699999999,188.1033821999999,303.4145998431339,4.20021709213093,0.3594133051763778,4,acyclic_C5,,
C[C@H](/C=C\F)C(F)(F)F,3.7778400999999993,3.362269699999999,188.1033821999999,303.4145998431339,4.20021709213093,0.3594133051763778,4,acyclic_C5,,
C[C@@H](/C=C/F)C(F)(F)F,3.7778400999999993,3.362269699999999,188.1033821999999,303.4145998431339,4.20021709213093,0.3594133051763778,4,acyclic_C5,,
C[C@H](/C=C/F)C(F)(F)F,3.7778400999999993,3.362269699999999,188.1033821999999,303.4145998431339,4.20021709213093,0.3594133051763778,4,acyclic_C5,,
C=C[C@@](F)(C(F)F)C(F)(F)F,3.784322700000002,3.3132064000000003,182.11070289999995,293.745813092035,3.9928773717136306,0.3595309203409103,6,acyclic_C5,,
C=C[C@](F)(C(F)F)C(F)(F)F,3.784322700000002,3.3132064000000003,182.11070289999995,293.745813092035,3.9928773717136306,0.3595309203409103,6,acyclic_C5,,
C=CC(C(F)(F)F)C(F)(F)F,3.7948680000000015,3.400403499999998,179.31866969999996,292.12875209996054,3.436673117362319,0.3608048605857008,6,acyclic_C5,,
C[C@@](F)(/C=C\F)C(F)(F)F,3.7943649999999987,3.4021172000000006,181.49220139999997,295.391971139831,4.089614745287179,0.360976299020532,5,acyclic_C5,,
C[C@@](F)(/C=C/F)C(F)(F)F,3.7943649999999987,3.4021172000000006,181.49220139999997,295.391971139831,4.089614745287179,0.360976299020532,5,acyclic_C5,,
C[C@](F)(/C=C\F)C(F)(F)F,3.7943649999999987,3.4021172000000006,181.49220139999997,295.391971139831,4.089614745287179,0.360976299020532,5,acyclic_C5,,
C[C@](F)(/C=C/F)C(F)(F)F,3.7943649999999987,3.4021172000000006,181.49220139999997,295.391971139831,4.089614745287179,0.360976299020532,5,acyclic_C5,,
C=C[C@@H](CF)C(F)(F)F,3.7786657999999993,3.2579662999999988,188.18992450000005,301.0788262786345,4.231276532690371,0.3632161300674152,4,acyclic_C5,,
C=C[C@H](CF)C(F)(F)F,3.7786657999999993,3.2579662999999988,188.18992450000005,301.0788262786345,4.231276532690371,0.3632161300674152,4,acyclic_C5,,
FC(F)=CCC(F)(F)F,3.774920499999999,3.153498900000001,181.350453,288.4065705351095,3.400944091141641,0.3641089812202599,5,acyclic_C4,,
C[C@](F)(/C(F)=C/F)C(F)(F)F,3.8037445000000014,3.3982541000000004,182.52856800000006,297.2239860860529,4.10611760840002,0.36469739931984035,6,acyclic_C5,,
C[C@](F)(/C(F)=C\F)C(F)(F)F,3.8037445000000014,3.3982541000000004,182.52856800000006,297.2239860860529,4.10611760840002,0.36469739931984035,6,acyclic_C5,,
C[C@@](F)(/C(F)=C\F)C(F)(F)F,3.8037445000000014,3.3982541000000004,182.52856800000006,297.2239860860529,4.10611760840002,0.36469739931984035,6,acyclic_C5,,
C[C@@](F)(/C(F)=C/F)C(F)(F)F,3.8037445000000014,3.3982541000000004,182.52856800000006,297.2239860860529,4.10611760840002,0.36469739931984035,6,acyclic_C5,,
CC/C(=C\F)C(F)(F)F,3.7982776999999994,3.3709772999999994,186.26349809999996,301.8773055268125,3.523570664568215,0.36508749756019815,4,acyclic_C5,,
CC/C(=C/F)C(F)(F)F,3.7982776999999994,3.3709772999999994,186.26349809999996,301.8773055268125,3.523570664568215,0.36508749756019815,4,acyclic_C5,,
FC=C(C(F)F)C(F)F,3.8087205999999996,3.2715443999999985,179.70551140000003,290.2889878486481,4.271993042190591,0.36921866173337353,5,acyclic_C4,,
F/C=C(\F)CC(F)(F)F,3.809371099999999,3.2601918999999997,181.59639719999996,292.82964570793723,3.7299350002325493,0.37028412149813894,5,acyclic_C4,,
F/C=C(/F)CC(F)(F)F,3.809371099999999,3.2601918999999997,181.59639719999996,292.82964570793723,3.7299350002325493,0.37028412149813894,5,acyclic_C4,,
FC/C=C(/F)C(F)(F)F,3.7791418999999986,3.0942932999999995,183.34672380000006,290.05189588304955,3.783815419812969,0.37067271236044946,5,acyclic_C4,,
FC/C=C(\F)C(F)(F)F,3.7791418999999986,3.0942932999999995,183.34672380000006,290.05189588304955,3.783815419812969,0.37067271236044946,5,acyclic_C4,,
C/C=C(/CF)C(F)(F)F,3.805078699999998,3.3049161999999983,189.62713500000007,305.5178865659528,3.6667776575752082,0.3719306034553281,4,acyclic_C5,,
C/C=C(\CF)C(F)(F)F,3.805078699999998,3.3049161999999983,189.62713500000007,305.5178865659528,3.6667776575752082,0.3719306034553281,4,acyclic_C5,,
C=CC[C@H](F)C(F)(F)F,3.8198086999999994,3.3074955999999993,183.96083779999998,297.9193446655002,3.8594191900330275,0.37305419609245694,4,acyclic_C5,,
C=CC[C@@H](F)C(F)(F)F,3.8198086999999994,3.3074955999999993,183.96083779999998,297.9193446655002,3.8594191900330275,0.37305419609245694,4,acyclic_C5,,
C/C=C(\C(F)F)C(F)(F)F,3.8285564,3.360364099999998,182.9247678,298.0,3.51672321282936,0.37432889323737173,5,acyclic_C5,,
C/C=C(/C(F)F)C(F)(F)F,3.8285564,3.360364099999998,182.9247678,298.0,3.51672321282936,0.37432889323737173,5,acyclic_C5,,
F/C=C\C(F)(F)C(F)F,3.819049599999999,3.238182199999999,181.95467000000005,293.25259835229434,4.1445895456870945,0.37481255210662895,5,acyclic_C4,,
F/C=C/C(F)(F)C(F)F,3.819049599999999,3.238182199999999,181.95467000000005,293.25259835229434,4.1445895456870945,0.37481255210662895,5,acyclic_C4,,
C/C(=C/C(F)F)C(F)F,3.8285961,3.4433173999999998,186.27267480000003,304.96073320907504,3.8081531820507317,0.37513749685614645,4,acyclic_C5,,
C/C(=C\C(F)F)C(F)F,3.8285961,3.4433173999999998,186.27267480000003,304.96073320907504,3.8081531820507317,0.37513749685614645,4,acyclic_C5,,
FCC(F)(F)C=C(F)F,3.819588299999998,3.272261399999999,188.6141899000001,303.87494766764894,4.167372762470313,0.3773116222903698,5,acyclic_C4,,
F/C=C(\F)C(F)(F)CF,3.783510099999997,3.2311434999999977,197.5979574000001,314.31377306667514,4.187292342889893,0.3776725110123473,5,acyclic_C4,,
F/C=C(/F)C(F)(F)CF,3.783510099999997,3.2311434999999977,197.5979574000001,314.31377306667514,4.187292342889893,0.3776725110123473,5,acyclic_C4,,
FCC(=C(F)F)C(F)F,3.822379299999999,3.2273176999999986,184.8172231000001,297.33866016847884,3.98385458065213,0.3776988046747475,5,acyclic_C4,,
C=CC(C(F)F)C(F)F,3.839333099999999,3.382646100000002,183.2051116,299.43625679153865,3.935116119113668,0.37788312870817004,4,acyclic_C5,,
C/C(F)=C\CC(F)(F)F,3.825937599999999,3.2595438999999993,186.02638079999994,300.06386740044366,3.4224622729598213,0.37815937542660166,4,acyclic_C5,,
C/C(F)=C/CC(F)(F)F,3.825937599999999,3.2595438999999993,186.02638079999994,300.06386740044366,3.4224622729598213,0.37815937542660166,4,acyclic_C5,,
C=C[C@@H](F)CC(F)(F)F,3.828730100000001,3.2788342999999993,185.73938710000004,300.23469998036404,3.9935191900330267,0.37818408340156046,4,acyclic_C5,,
C=C[C@H](F)CC(F)(F)F,3.828730100000001,3.2788342999999993,185.73938710000004,300.23469998036404,3.9935191900330267,0.37818408340156046,4,acyclic_C5,,
C=C(CF)CC(F)(F)F,3.833326,3.297683899999999,187.24046540000003,303.0837390277025,3.4107811540787036,0.3801242163795792,4,acyclic_C5,,
C/C(=C/F)CC(F)(F)F,3.843351899999999,3.379876499999999,185.46904149999992,302.89054704566735,3.4199133219108706,0.3804652878022993,4,acyclic_C5,,
C/C(=C\F)CC(F)(F)F,3.843351899999999,3.379876499999999,185.46904149999992,302.89054704566735,3.4199133219108706,0.3804652878022993,4,acyclic_C5,,
CC=C(C(F)F)C(F)F,3.8487460999999983,3.3770931999999982,183.97700970000002,300.8762240449062,4.047679056176605,0.3816601693160935,4,acyclic_C5,,
C=C[C@H](F)C(F)(F)C(F)(F)F,3.8515752000000014,3.335918099999999,181.25950500000002,295.94945892796113,3.9684974900568246,0.38260065690181566,6,acyclic_C5,,
C=C[C@@H](F)C(F)(F)C(F)(F)F,3.8515752000000014,3.335918099999999,181.25950500000002,295.94945892796113,3.9684974900568246,0.38260065690181566,6,acyclic_C5,,
C/C=C(\F)CC(F)(F)F,3.848653899999998,3.331657399999999,184.93143439999992,301.20511559161133,3.431695140092689,0.38307325517495167,4,acyclic_C5,,
C/C=C(/F)CC(F)(F)F,3.848653899999998,3.331657399999999,184.93143439999992,301.20511559161133,3.431695140092689,0.38307325517495167,4,acyclic_C5,,
F/C=C(\C(F)F)C(F)(F)F,3.846915399999999,3.254930199999998,179.7818989,291.6531028465873,3.772738597444744,0.38347128880420733,6,acyclic_C4,,
F/C=C(/C(F)F)C(F)(F)F,3.846915399999999,3.254930199999998,179.7818989,291.6531028465873,3.772738597444744,0.38347128880420733,6,acyclic_C4,,
C=C[C@@H](F)C(F)(F)CF,3.8385085999999986,3.336092,190.89235880000015,309.67279263048266,4.483068840382677,0.3839980611009459,4,acyclic_C5,,
C=C[C@H](F)C(F)(F)CF,3.8385085999999986,3.336092,190.89235880000015,309.67279263048266,4.483068840382677,0.3839980611009459,4,acyclic_C5,,
C=CC(F)(F)CC(F)F,3.847857099999999,3.3682662000000003,188.9474577,308.00402646022593,3.8207028324003813,0.3847658449902373,4,acyclic_C5,,
C/C=C/C(F)(F)C(F)F,3.8542230000000006,3.3563368999999996,185.96415169999997,303.55059517936263,3.75620493030248,0.38506137273244656,4,acyclic_C5,,
C/C=C\C(F)(F)C(F)F,3.8542230000000006,3.3563368999999996,185.96415169999997,303.55059517936263,3.75620493030248,0.38506137273244656,4,acyclic_C5,,
C[C@H](F)C(CF)=C(F)F,3.8404681999999974,3.3722182,192.60182440000008,313.1869248934983,4.449277931291768,0.38576996520346973,4,acyclic_C5,,
C[C@@H](F)C(CF)=C(F)F,3.8404681999999974,3.3722182,192.60182440000008,313.1869248934983,4.449277931291768,0.38576996520346973,4,acyclic_C5,,
C=C(C)[C@H](F)CF,3.822390000000001,3.3154426000000026,196.41934390000006,316.5630737998821,4.207490458348414,0.385825652129441,2,acyclic_C5,,
C=C(C)[C@@H](F)CF,3.822390000000001,3.3154426000000026,196.41934390000006,316.5630737998821,4.207490458348414,0.385825652129441,2,acyclic_C5,,
CC(F)(F)C/C(F)=C/F,3.845446099999998,3.416341200000001,191.74741140000006,313.23397702556696,4.0035979372954875,0.38600682398363917,4,acyclic_C5,,
CC(F)(F)C/C(F)=C\F,3.845446099999998,3.416341200000001,191.74741140000006,313.23397702556696,4.0035979372954875,0.38600682398363917,4,acyclic_C5,,
C[C@@H](F)/C(=C\F)C(F)(F)F,3.8572640999999988,3.329452399999998,186.02801749999998,303.12767298539865,4.201087822210257,0.38681890009545633,5,acyclic_C5,,
C[C@H](F)/C(=C/F)C(F)(F)F,3.8572640999999988,3.329452399999998,186.02801749999998,303.12767298539865,4.201087822210257,0.38681890009545633,5,acyclic_C5,,
C[C@H](F)/C(=C\F)C(F)(F)F,3.8572640999999988,3.329452399999998,186.02801749999998,303.12767298539865,4.201087822210257,0.38681890009545633,5,acyclic_C5,,
C[C@@H](F)/C(=C/F)C(F)(F)F,3.8572640999999988,3.329452399999998,186.02801749999998,303.12767298539865,4.201087822210257,0.38681890009545633,5,acyclic_C5,,
CCC(=C(F)F)C(F)F,3.8586469999999986,3.4369501000000002,188.3743494,309.30496846184735,3.7262846505821994,0.3873717887596461,4,acyclic_C5,,
C=CC(F)(F)[C@H](F)CF,3.8518744999999974,3.345941,190.7553337000001,310.322081769856,4.443261148074985,0.38831896941822136,4,acyclic_C5,,
C=CC(F)(F)[C@@H](F)CF,3.8518744999999974,3.345941,190.7553337000001,310.322081769856,4.443261148074985,0.38831896941822136,4,acyclic_C5,,
C=C(CC(F)(F)F)C(F)(F)F,3.8702775000000007,3.383845299999998,181.30401559999999,298.0,3.2275748925102477,0.38833056029428004,6,acyclic_C5,,
C=CCC(F)(F)C(F)(F)F,3.8707733000000006,3.3515560999999985,181.40875199999994,297.3896205097621,3.040663597444743,0.38912074348866477,5,acyclic_C5,,
C=C(CC(F)F)C(F)F,3.8705717000000006,3.404394,186.42791480000002,306.1447455011192,3.8524608743584245,0.39042123133350726,4,acyclic_C5,,
C=CCC(F)(F)C(F)F,3.8629664000000004,3.3194913999999995,188.1519482,306.3122472789826,3.2921636715612212,0.3905964727706843,4,acyclic_C5,,
C/C(=C\F)[C@H](F)C(F)F,3.870216899999999,3.4204195,187.63234770000003,308.31690311272763,4.495366742480579,0.3909901127333383,4,acyclic_C5,,
C/C(=C/F)[C@H](F)C(F)F,3.870216899999999,3.4204195,187.63234770000003,308.31690311272763,4.495366742480579,0.3909901127333383,4,acyclic_C5,,
C/C(=C/F)[C@@H](F)C(F)F,3.870216899999999,3.4204195,187.63234770000003,308.31690311272763,4.495366742480579,0.3909901127333383,4,acyclic_C5,,
